// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:00 (0.02 sec)   *****
// Found 5 benchmarks:
//   Bench.NodeBench: InProcess(Server=True, Toolchain=InProcessEmitToolchain)
//   Bench.NodeBenchV2: InProcess(Server=True, Toolchain=InProcessEmitToolchain)
//   Bench.DocBench: InProcess(Server=True, Toolchain=InProcessEmitToolchain)
//   Bench.DocBenchV2: InProcess(Server=True, Toolchain=InProcessEmitToolchain)
//   Bench.DocBenchV3: InProcess(Server=True, Toolchain=InProcessEmitToolchain)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
OverheadActual  12: 65536 op, 95300.00 ns, 1.4542 ns/op
OverheadActual  13: 65536 op, 108000.00 ns, 1.6479 ns/op
OverheadActual  14: 65536 op, 95500.00 ns, 1.4572 ns/op
OverheadActual  15: 65536 op, 95200.00 ns, 1.4526 ns/op

WorkloadWarmup   1: 65536 op, 841273100.00 ns, 12.8368 us/op
WorkloadWarmup   2: 65536 op, 844787500.00 ns, 12.8904 us/op
WorkloadWarmup   3: 65536 op, 864011900.00 ns, 13.1838 us/op
WorkloadWarmup   4: 65536 op, 873553700.00 ns, 13.3294 us/op
WorkloadWarmup   5: 65536 op, 858181600.00 ns, 13.0948 us/op
WorkloadWarmup   6: 65536 op, 877525000.00 ns, 13.3900 us/op
WorkloadWarmup   7: 65536 op, 939846800.00 ns, 14.3409 us/op
WorkloadWarmup   8: 65536 op, 877377000.00 ns, 13.3877 us/op

WorkloadActual   1: 65536 op, 852056300.00 ns, 13.0013 us/op
WorkloadActual   2: 65536 op, 872204600.00 ns, 13.3088 us/op
WorkloadActual   3: 65536 op, 875627000.00 ns, 13.3610 us/op
WorkloadActual   4: 65536 op, 856061400.00 ns, 13.0625 us/op
WorkloadActual   5: 65536 op, 853847900.00 ns, 13.0287 us/op
WorkloadActual   6: 65536 op, 856673500.00 ns, 13.0718 us/op
WorkloadActual   7: 65536 op, 848100000.00 ns, 12.9410 us/op
WorkloadActual   8: 65536 op, 846110500.00 ns, 12.9106 us/op
WorkloadActual   9: 65536 op, 846997500.00 ns, 12.9242 us/op
WorkloadActual  10: 65536 op, 843781100.00 ns, 12.8751 us/op
WorkloadActual  11: 65536 op, 853806000.00 ns, 13.0280 us/op
WorkloadActual  12: 65536 op, 840419600.00 ns, 12.8238 us/op
WorkloadActual  13: 65536 op, 848732500.00 ns, 12.9506 us/op
WorkloadActual  14: 65536 op, 860493500.00 ns, 13.1301 us/op
WorkloadActual  15: 65536 op, 861308200.00 ns, 13.1425 us/op

WorkloadResult   1: 65536 op, 851961000.00 ns, 12.9999 us/op
WorkloadResult   2: 65536 op, 872109300.00 ns, 13.3073 us/op
WorkloadResult   3: 65536 op, 855966100.00 ns, 13.0610 us/op
WorkloadResult   4: 65536 op, 853752600.00 ns, 13.0272 us/op
WorkloadResult   5: 65536 op, 856578200.00 ns, 13.0703 us/op
WorkloadResult   6: 65536 op, 848004700.00 ns, 12.9395 us/op
WorkloadResult   7: 65536 op, 846015200.00 ns, 12.9092 us/op
WorkloadResult   8: 65536 op, 846902200.00 ns, 12.9227 us/op
WorkloadResult   9: 65536 op, 843685800.00 ns, 12.8736 us/op
WorkloadResult  10: 65536 op, 853710700.00 ns, 13.0266 us/op
WorkloadResult  11: 65536 op, 840324300.00 ns, 12.8223 us/op
WorkloadResult  12: 65536 op, 848637200.00 ns, 12.9492 us/op
WorkloadResult  13: 65536 op, 860398200.00 ns, 13.1286 us/op
WorkloadResult  14: 65536 op, 861212900.00 ns, 13.1411 us/op
// GC:  176 1 0 1656750768 65536
// Threading:  0 0 65536


Mean = 13.013 μs, StdErr = 0.034 μs (0.26%), N = 14, StdDev = 0.126 μs
Min = 12.822 μs, Q1 = 12.927 μs, Median = 13.013 μs, Q3 = 13.068 μs, Max = 13.307 μs
IQR = 0.141 μs, LowerFence = 12.715 μs, UpperFence = 13.280 μs
ConfidenceInterval = [12.871 μs; 13.155 μs] (CI 99.9%), Margin = 0.142 μs (1.09% of Mean)
Skewness = 0.62, Kurtosis = 2.8, MValue = 2

// ** Remained 4 (80,0 %) benchmark(s) to run. Estimated finish 2024-09-26 13:15 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
// **************************
// Benchmark: Bench.NodeBenchV2: InProcess(Server=True, Toolchain=InProcessEmitToolchain)
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 8.0.8 (8.0.824.36612), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-XDGNVI(Server=True, Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 114200.00 ns, 114.2000 us/op
WorkloadJitting  1: 1 op, 397100.00 ns, 397.1000 us/op

OverheadJitting  2: 16 op, 148600.00 ns, 9.2875 us/op
WorkloadJitting  2: 16 op, 540900.00 ns, 33.8063 us/op

WorkloadPilot    1: 16 op, 305800.00 ns, 19.1125 us/op
WorkloadPilot    2: 32 op, 590900.00 ns, 18.4656 us/op
WorkloadPilot    3: 64 op, 1157700.00 ns, 18.0891 us/op
WorkloadPilot    4: 128 op, 2285100.00 ns, 17.8523 us/op
WorkloadPilot    5: 256 op, 4527600.00 ns, 17.6859 us/op
WorkloadPilot    6: 512 op, 9780200.00 ns, 19.1020 us/op
WorkloadPilot    7: 1024 op, 15459400.00 ns, 15.0971 us/op
WorkloadPilot    8: 2048 op, 29741000.00 ns, 14.5220 us/op
WorkloadPilot    9: 4096 op, 57862300.00 ns, 14.1265 us/op
WorkloadPilot   10: 8192 op, 112170100.00 ns, 13.6926 us/op
WorkloadPilot   11: 16384 op, 214046300.00 ns, 13.0643 us/op
WorkloadPilot   12: 32768 op, 425877600.00 ns, 12.9968 us/op
WorkloadPilot   13: 65536 op, 853948900.00 ns, 13.0302 us/op

OverheadWarmup   1: 65536 op, 97000.00 ns, 1.4801 ns/op
OverheadWarmup   2: 65536 op, 94900.00 ns, 1.4481 ns/op
OverheadWarmup   3: 65536 op, 94900.00 ns, 1.4481 ns/op
OverheadWarmup   4: 65536 op, 94700.00 ns, 1.4450 ns/op
OverheadWarmup   5: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadWarmup   6: 65536 op, 94700.00 ns, 1.4450 ns/op

OverheadActual   1: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadActual   2: 65536 op, 95900.00 ns, 1.4633 ns/op
OverheadActual   3: 65536 op, 96000.00 ns, 1.4648 ns/op
OverheadActual   4: 65536 op, 102000.00 ns, 1.5564 ns/op
OverheadActual   5: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadActual   6: 65536 op, 96000.00 ns, 1.4648 ns/op
OverheadActual   7: 65536 op, 95800.00 ns, 1.4618 ns/op
OverheadActual   8: 65536 op, 95800.00 ns, 1.4618 ns/op
OverheadActual   9: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadActual  10: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadActual  11: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadActual  12: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadActual  13: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadActual  14: 65536 op, 94800.00 ns, 1.4465 ns/op
OverheadActual  15: 65536 op, 94800.00 ns, 1.4465 ns/op

WorkloadWarmup   1: 65536 op, 854400200.00 ns, 13.0371 us/op
WorkloadWarmup   2: 65536 op, 844573100.00 ns, 12.8872 us/op
WorkloadWarmup   3: 65536 op, 843781900.00 ns, 12.8751 us/op
WorkloadWarmup   4: 65536 op, 838183100.00 ns, 12.7897 us/op
WorkloadWarmup   5: 65536 op, 836819600.00 ns, 12.7689 us/op
WorkloadWarmup   6: 65536 op, 843856100.00 ns, 12.8762 us/op
WorkloadWarmup   7: 65536 op, 839269900.00 ns, 12.8062 us/op
WorkloadWarmup   8: 65536 op, 842318700.00 ns, 12.8528 us/op
WorkloadWarmup   9: 65536 op, 852010100.00 ns, 13.0006 us/op
WorkloadWarmup  10: 65536 op, 839842400.00 ns, 12.8150 us/op

WorkloadActual   1: 65536 op, 849335300.00 ns, 12.9598 us/op
WorkloadActual   2: 65536 op, 852801000.00 ns, 13.0127 us/op
WorkloadActual   3: 65536 op, 847740700.00 ns, 12.9355 us/op
WorkloadActual   4: 65536 op, 852380600.00 ns, 13.0063 us/op
WorkloadActual   5: 65536 op, 847559000.00 ns, 12.9327 us/op
WorkloadActual   6: 65536 op, 844505000.00 ns, 12.8861 us/op
WorkloadActual   7: 65536 op, 833283100.00 ns, 12.7149 us/op
WorkloadActual   8: 65536 op, 846858500.00 ns, 12.9220 us/op
WorkloadActual   9: 65536 op, 874480700.00 ns, 13.3435 us/op
WorkloadActual  10: 65536 op, 858473400.00 ns, 13.0993 us/op
WorkloadActual  11: 65536 op, 857839800.00 ns, 13.0896 us/op
WorkloadActual  12: 65536 op, 849461900.00 ns, 12.9618 us/op
WorkloadActual  13: 65536 op, 856209100.00 ns, 13.0647 us/op
WorkloadActual  14: 65536 op, 856497100.00 ns, 13.0691 us/op
WorkloadActual  15: 65536 op, 847005500.00 ns, 12.9243 us/op

WorkloadResult   1: 65536 op, 849240500.00 ns, 12.9584 us/op
WorkloadResult   2: 65536 op, 852706200.00 ns, 13.0113 us/op
WorkloadResult   3: 65536 op, 847645900.00 ns, 12.9340 us/op
WorkloadResult   4: 65536 op, 852285800.00 ns, 13.0048 us/op
WorkloadResult   5: 65536 op, 847464200.00 ns, 12.9313 us/op
WorkloadResult   6: 65536 op, 844410200.00 ns, 12.8847 us/op
WorkloadResult   7: 65536 op, 833188300.00 ns, 12.7134 us/op
WorkloadResult   8: 65536 op, 846763700.00 ns, 12.9206 us/op
WorkloadResult   9: 65536 op, 858378600.00 ns, 13.0978 us/op
WorkloadResult  10: 65536 op, 857745000.00 ns, 13.0882 us/op
WorkloadResult  11: 65536 op, 849367100.00 ns, 12.9603 us/op
WorkloadResult  12: 65536 op, 856114300.00 ns, 13.0633 us/op
WorkloadResult  13: 65536 op, 856402300.00 ns, 13.0677 us/op
WorkloadResult  14: 65536 op, 846910700.00 ns, 12.9228 us/op
// GC:  176 1 0 1656751104 65536
// Threading:  0 0 65536


Mean = 12.968 μs, StdErr = 0.027 μs (0.21%), N = 14, StdDev = 0.101 μs
Min = 12.713 μs, Q1 = 12.925 μs, Median = 12.959 μs, Q3 = 13.050 μs, Max = 13.098 μs
IQR = 0.125 μs, LowerFence = 12.737 μs, UpperFence = 13.238 μs
ConfidenceInterval = [12.855 μs; 13.082 μs] (CI 99.9%), Margin = 0.114 μs (0.88% of Mean)
Skewness = -0.81, Kurtosis = 3.43, MValue = 2

// ** Remained 3 (60,0 %) benchmark(s) to run. Estimated finish 2024-09-26 13:15 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
// **************************
// Benchmark: Bench.DocBench: InProcess(Server=True, Toolchain=InProcessEmitToolchain)
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 8.0.8 (8.0.824.36612), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-XDGNVI(Server=True, Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 121200.00 ns, 121.2000 us/op
WorkloadJitting  1: 1 op, 513900.00 ns, 513.9000 us/op

OverheadJitting  2: 16 op, 138100.00 ns, 8.6313 us/op
WorkloadJitting  2: 16 op, 372400.00 ns, 23.2750 us/op

WorkloadPilot    1: 16 op, 238600.00 ns, 14.9125 us/op
WorkloadPilot    2: 32 op, 444600.00 ns, 13.8938 us/op
WorkloadPilot    3: 64 op, 870200.00 ns, 13.5969 us/op
WorkloadPilot    4: 128 op, 1761400.00 ns, 13.7609 us/op
WorkloadPilot    5: 256 op, 3411400.00 ns, 13.3258 us/op
WorkloadPilot    6: 512 op, 6793200.00 ns, 13.2680 us/op
WorkloadPilot    7: 1024 op, 13321400.00 ns, 13.0092 us/op
WorkloadPilot    8: 2048 op, 25984300.00 ns, 12.6876 us/op
WorkloadPilot    9: 4096 op, 50491400.00 ns, 12.3270 us/op
WorkloadPilot   10: 8192 op, 96813400.00 ns, 11.8180 us/op
WorkloadPilot   11: 16384 op, 109417300.00 ns, 6.6783 us/op
WorkloadPilot   12: 32768 op, 215855200.00 ns, 6.5874 us/op
WorkloadPilot   13: 65536 op, 429788500.00 ns, 6.5581 us/op
WorkloadPilot   14: 131072 op, 859129500.00 ns, 6.5546 us/op

OverheadWarmup   1: 131072 op, 192500.00 ns, 1.4687 ns/op
OverheadWarmup   2: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadWarmup   3: 131072 op, 191200.00 ns, 1.4587 ns/op
OverheadWarmup   4: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadWarmup   5: 131072 op, 191200.00 ns, 1.4587 ns/op
OverheadWarmup   6: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadWarmup   7: 131072 op, 191200.00 ns, 1.4587 ns/op

OverheadActual   1: 131072 op, 192800.00 ns, 1.4709 ns/op
OverheadActual   2: 131072 op, 191200.00 ns, 1.4587 ns/op
OverheadActual   3: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadActual   4: 131072 op, 192700.00 ns, 1.4702 ns/op
OverheadActual   5: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadActual   6: 131072 op, 192600.00 ns, 1.4694 ns/op
OverheadActual   7: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadActual   8: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadActual   9: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadActual  10: 131072 op, 192700.00 ns, 1.4702 ns/op
OverheadActual  11: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadActual  12: 131072 op, 191300.00 ns, 1.4595 ns/op
OverheadActual  13: 131072 op, 191200.00 ns, 1.4587 ns/op
OverheadActual  14: 131072 op, 191200.00 ns, 1.4587 ns/op
OverheadActual  15: 131072 op, 191200.00 ns, 1.4587 ns/op

WorkloadWarmup   1: 131072 op, 861158600.00 ns, 6.5701 us/op
WorkloadWarmup   2: 131072 op, 874002800.00 ns, 6.6681 us/op
WorkloadWarmup   3: 131072 op, 862976100.00 ns, 6.5840 us/op
WorkloadWarmup   4: 131072 op, 875273700.00 ns, 6.6778 us/op
WorkloadWarmup   5: 131072 op, 855869300.00 ns, 6.5298 us/op
WorkloadWarmup   6: 131072 op, 862419300.00 ns, 6.5797 us/op

WorkloadActual   1: 131072 op, 857397100.00 ns, 6.5414 us/op
WorkloadActual   2: 131072 op, 859044100.00 ns, 6.5540 us/op
WorkloadActual   3: 131072 op, 855634600.00 ns, 6.5280 us/op
WorkloadActual   4: 131072 op, 856180100.00 ns, 6.5321 us/op
WorkloadActual   5: 131072 op, 858885800.00 ns, 6.5528 us/op
WorkloadActual   6: 131072 op, 859141600.00 ns, 6.5547 us/op
WorkloadActual   7: 131072 op, 846932400.00 ns, 6.4616 us/op
WorkloadActual   8: 131072 op, 859466000.00 ns, 6.5572 us/op
WorkloadActual   9: 131072 op, 848994300.00 ns, 6.4773 us/op
WorkloadActual  10: 131072 op, 866543600.00 ns, 6.6112 us/op
WorkloadActual  11: 131072 op, 859641500.00 ns, 6.5585 us/op
WorkloadActual  12: 131072 op, 851662600.00 ns, 6.4977 us/op
WorkloadActual  13: 131072 op, 856772700.00 ns, 6.5367 us/op
WorkloadActual  14: 131072 op, 864401500.00 ns, 6.5949 us/op
WorkloadActual  15: 131072 op, 872714400.00 ns, 6.6583 us/op

WorkloadResult   1: 131072 op, 857205800.00 ns, 6.5400 us/op
WorkloadResult   2: 131072 op, 858852800.00 ns, 6.5525 us/op
WorkloadResult   3: 131072 op, 855443300.00 ns, 6.5265 us/op
WorkloadResult   4: 131072 op, 855988800.00 ns, 6.5307 us/op
WorkloadResult   5: 131072 op, 858694500.00 ns, 6.5513 us/op
WorkloadResult   6: 131072 op, 858950300.00 ns, 6.5533 us/op
WorkloadResult   7: 131072 op, 846741100.00 ns, 6.4601 us/op
WorkloadResult   8: 131072 op, 859274700.00 ns, 6.5557 us/op
WorkloadResult   9: 131072 op, 848803000.00 ns, 6.4759 us/op
WorkloadResult  10: 131072 op, 859450200.00 ns, 6.5571 us/op
WorkloadResult  11: 131072 op, 851471300.00 ns, 6.4962 us/op
WorkloadResult  12: 131072 op, 856581400.00 ns, 6.5352 us/op
WorkloadResult  13: 131072 op, 864210200.00 ns, 6.5934 us/op
// GC:  10 0 0 94372864 131072
// Threading:  0 0 131072


Mean = 6.533 μs, StdErr = 0.010 μs (0.15%), N = 13, StdDev = 0.036 μs
Min = 6.460 μs, Q1 = 6.527 μs, Median = 6.540 μs, Q3 = 6.553 μs, Max = 6.593 μs
IQR = 0.027 μs, LowerFence = 6.486 μs, UpperFence = 6.593 μs
ConfidenceInterval = [6.489 μs; 6.577 μs] (CI 99.9%), Margin = 0.044 μs (0.67% of Mean)
Skewness = -0.56, Kurtosis = 2.41, MValue = 2

// ** Remained 2 (40,0 %) benchmark(s) to run. Estimated finish 2024-09-26 13:15 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Высокая производительность)
// **************************
// Benchmark: Bench.DocBenchV2: InProcess(Server=True, Toolchain=InProcessEmitToolchain)
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 8.0.8 (8.0.824.36612), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-XDGNVI(Server=True, Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 111500.00 ns, 111.5000 us/op
WorkloadJitting  1: 1 op, 221500.00 ns, 221.5000 us/op

OverheadJitting  2: 16 op, 146000.00 ns, 9.1250 us/op
WorkloadJitting  2: 16 op, 249200.00 ns, 15.5750 us/op

WorkloadPilot    1: 16 op, 112800.00 ns, 7.0500 us/op
WorkloadPilot    2: 32 op, 217200.00 ns, 6.7875 us/op
WorkloadPilot    3: 64 op, 423700.00 ns, 6.6203 us/op
WorkloadPilot    4: 128 op, 846800.00 ns, 6.6156 us/op
WorkloadPilot    5: 256 op, 1686500.00 ns, 6.5879 us/op
WorkloadPilot    6: 512 op, 3412100.00 ns, 6.6643 us/op
WorkloadPilot    7: 1024 op, 6791000.00 ns, 6.6318 us/op
WorkloadPilot    8: 2048 op, 13560200.00 ns, 6.6212 us/op
WorkloadPilot    9: 4096 op, 26929900.00 ns, 6.5747 us/op
WorkloadPilot   10: 8192 op, 54374600.00 ns, 6.6375 us/op
WorkloadPilot   11: 16384 op, 105862400.00 ns, 6.4613 us/op
WorkloadPilot   12: 32768 op, 199633000.00 ns, 6.0923 us/op
WorkloadPilot   13: 65536 op, 407057200.00 ns, 6.2112 us/op
WorkloadPilot   14: 131072 op, 821942000.00 ns, 6.2709 us/op

OverheadWarmup   1: 131072 op, 190300.00 ns, 1.4519 ns/op
OverheadWarmup   2: 131072 op, 189200.00 ns, 1.4435 ns/op
OverheadWarmup   3: 131072 op, 189100.00 ns, 1.4427 ns/op
OverheadWarmup   4: 131072 op, 189100.00 ns, 1.4427 ns/op
OverheadWarmup   5: 131072 op, 189200.00 ns, 1.4435 ns/op
OverheadWarmup   6: 131072 op, 189200.00 ns, 1.4435 ns/op
OverheadWarmup   7: 131072 op, 189200.00 ns, 1.4435 ns/op

OverheadActual   1: 131072 op, 189100.00 ns, 1.4427 ns/op
OverheadActual   2: 131072 op, 189200.00 ns, 1.4435 ns/op
OverheadActual   3: 131072 op, 189200.00 ns, 1.4435 ns/op
OverheadActual   4: 131072 op, 189600.00 ns, 1.4465 ns/op
OverheadActual   5: 131072 op, 189200.00 ns, 1.4435 ns/op
OverheadActual   6: 131072 op, 189100.00 ns, 1.4427 ns/op
OverheadActual   7: 131072 op, 190100.00 ns, 1.4503 ns/op
OverheadActual   8: 131072 op, 190200.00 ns, 1.4511 ns/op
OverheadActual   9: 131072 op, 189100.00 ns, 1.4427 ns/op
OverheadActual  10: 131072 op, 189200.00 ns, 1.4435 ns/op
OverheadActual  11: 131072 op, 189100.00 ns, 1.4427 ns/op
OverheadActual  12: 131072 op, 189100.00 ns, 1.4427 ns/op
OverheadActual  13: 131072 op, 189300.00 ns, 1.4442 ns/op
OverheadActual  14: 131072 op, 190300.00 ns, 1.4519 ns/op
OverheadActual  15: 131072 op, 190200.00 ns, 1.4511 ns/op

WorkloadWarmup   1: 131072 op, 812401700.00 ns, 6.1981 us/op
WorkloadWarmup   2: 131072 op, 812405900.00 ns, 6.1982 us/op
WorkloadWarmup   3: 131072 op, 806352500.00 ns, 6.1520 us/op
WorkloadWarmup   4: 131072 op, 825919900.00 ns, 6.3013 us/op
WorkloadWarmup   5: 131072 op, 815673500.00 ns, 6.2231 us/op
WorkloadWarmup   6: 131072 op, 818197500.00 ns, 6.2424 us/op

WorkloadActual   1: 131072 op, 819489100.00 ns, 6.2522 us/op
WorkloadActual   2: 131072 op, 799293600.00 ns, 6.0981 us/op
WorkloadActual   3: 131072 op, 808764400.00 ns, 6.1704 us/op
WorkloadActual   4: 131072 op, 815155500.00 ns, 6.2191 us/op
WorkloadActual   5: 131072 op, 817777700.00 ns, 6.2391 us/op
WorkloadActual   6: 131072 op, 815192900.00 ns, 6.2194 us/op
WorkloadActual   7: 131072 op, 840967400.00 ns, 6.4161 us/op
WorkloadActual   8: 131072 op, 845594300.00 ns, 6.4514 us/op
WorkloadActual   9: 131072 op, 832056400.00 ns, 6.3481 us/op
WorkloadActual  10: 131072 op, 824118800.00 ns, 6.2875 us/op
WorkloadActual  11: 131072 op, 823288900.00 ns, 6.2812 us/op
WorkloadActual  12: 131072 op, 826474500.00 ns, 6.3055 us/op
WorkloadActual  13: 131072 op, 825556500.00 ns, 6.2985 us/op
WorkloadActual  14: 131072 op, 823128100.00 ns, 6.2800 us/op
WorkloadActual  15: 131072 op, 827054800.00 ns, 6.3099 us/op

WorkloadResult   1: 131072 op, 819299900.00 ns, 6.2508 us/op
WorkloadResult   2: 131072 op, 799104400.00 ns, 6.0967 us/op
WorkloadResult   3: 131072 op, 808575200.00 ns, 6.1689 us/op
WorkloadResult   4: 131072 op, 814966300.00 ns, 6.2177 us/op
WorkloadResult   5: 131072 op, 817588500.00 ns, 6.2377 us/op
WorkloadResult   6: 131072 op, 815003700.00 ns, 6.2180 us/op
WorkloadResult   7: 131072 op, 840778200.00 ns, 6.4146 us/op
WorkloadResult   8: 131072 op, 831867200.00 ns, 6.3466 us/op
WorkloadResult   9: 131072 op, 823929600.00 ns, 6.2861 us/op
WorkloadResult  10: 131072 op, 823099700.00 ns, 6.2798 us/op
WorkloadResult  11: 131072 op, 826285300.00 ns, 6.3041 us/op
WorkloadResult  12: 131072 op, 825367300.00 ns, 6.2971 us/op
WorkloadResult  13: 131072 op, 822938900.00 ns, 6.2785 us/op
WorkloadResult  14: 131072 op, 826865600.00 ns, 6.3085 us/op
// GC:  10 0 0 94372864 131072
// Threading:  0 0 131072


Mean = 6.265 μs, StdErr = 0.021 μs (0.33%), N = 14, StdDev = 0.077 μs
